date,temp,precipitation
2014-10-08,16.8,1.6
2014-10-09,15.9,18.3
2014-10-10,14.2,26.2
2014-10-11,13.8,6.1
2014-10-12,13.4,11.8
2014-10-13,14.1,7.2
2014-10-14,13.3,0.6
2014-10-15,13.7,3.4
2014-10-16,13.5,5.2
2014-10-17,14.9,13.3
2014-10-18,15.9,0.0
2014-10-19,16.5,0.0
2014-10-20,16.6,2.8
2014-10-21,12.4,11.7
2014-10-22,5.4,4.3
2014-10-23,7.9,0.3
2014-10-24,8.1,0.0
2014-10-25,10.0,0.0
2014-10-26,11.4,0.0
2014-10-27,10.2,0.0
2014-10-28,9.5,0.0
2014-10-29,10.7,0.3
2014-10-30,12.7,0.0
2014-10-31,12.8,0.0
2014-11-01,12.6,0.0
2014-11-02,11.3,1.1
2014-11-03,11.3,5.5
2014-11-04,9.3,35.1
2014-11-05,6.7,19.7
2014-11-06,5.9,0.2
2014-11-07,6.2,0.7
2014-11-08,7.4,0.0
2014-11-09,7.2,7.6
2014-11-10,8.2,6.9
2014-11-11,8.7,0.1
2014-11-12,8.6,17.7
2014-11-13,8.2,2.2
2014-11-14,8.4,3.8
2014-11-15,9.2,11.8
2014-11-16,7.9,7.5
2014-11-17,6.9,4.4
2014-11-18,5.6,1.3
2014-11-19,6.0,0.3
2014-11-20,5.1,0.0
2014-11-21,7.0,0.0
2014-11-22,8.6,0.0
2014-11-23,10.1,0.0
2014-11-24,10.5,0.0
2014-11-25,8.5,0.01
2014-11-26,8.2,0.34
2014-11-27,6.9,1.1
2014-11-28,6.1,0.0
2014-11-29,4.5,0.0
2014-11-30,3.1,0.0
